blockNumber,transactionIndex
17172553,39
17174995,62
17266004,0
17272215,139
17272240,163
17272529,130
17272557,149
17272664,139
17272708,3
17272773,147
17273272,148
17273297,173
17279386,217
17279398,143
17279412,116
17279422,150
17279452,152
17279454,3
17279456,108
17286433,119
17286441,121
17286445,111
17286454,183
17286459,123
17286461,10
17286462,131
17293475,116
17293475,125
17293477,114
17293500,223
17293503,144
17293521,212
17293534,169
17300578,120
17300578,147
17300578,174
17300619,94
17300622,163
17300635,6
17300644,27
17307678,124
17307690,154
17307696,82
17307705,132
17307706,166
17307714,0
17307728,151
17314791,127
17314796,173
17314797,142
17314797,143
17314799,91
17314799,95
17314816,2
17314824,128
17321870,124
17321888,145
17321892,124
17321893,152
17321896,167
17321897,129
17321909,5
17321917,119
17328983,138
17328994,145
17328999,148
17328999,149
17329000,135
17329007,3
17329021,33
17336094,155
17336103,81
17336119,153
17336120,145
17336123,119
17336138,165
17336142,4
17336152,179
17343205,123
17343209,132
17343220,85
17343224,134
17343232,72
17343233,124
17343240,96
17343249,193
17350320,135
17350325,82
17350334,100
17350338,141
17350341,190
17350349,1
17350356,118
17357452,225
17357460,139
17357468,143
17357480,166
17357480,167
17357480,168
17357481,164
17357492,3
17357500,102
17364577,218
17364588,114
17364590,116
17364596,108
17364604,203
17364604,222
17364611,3
17364618,185
17371678,223
17371685,160
17371700,308
17371702,158
17371705,199
17371705,201
17371705,202
17371713,0
17371728,34
17378811,108
17378811,147
17378813,152
17378819,149
17378819,150
17378819,153
17378828,0
17378833,131
17378835,154
17385901,112
17385910,145
17385911,137
17385921,142
17385922,204
17385929,0
17385937,133
17385941,139
17392989,185
17392998,142
17393004,114
17393010,126
17393011,165
17393011,166
17393019,0
17393019,141
17393025,173
17400103,118
17400112,143
17400118,179
17400118,190
17400122,143
17400140,117
17400142,0
17400149,108
17407180,161
17407183,163
17407184,110
17407187,176
17407196,153
17407203,9
17407217,198
17414259,118
17414261,98
17414261,126
17414266,120
17414283,187
17414284,164
17414285,163
17414289,90
17414291,0
17414298,201
17421344,165
17421350,131
17421360,94
17421361,121
17421366,113
17421378,1
17421389,33
17428436,107
17428456,97
17428459,147
17428460,74
17428461,190
17428463,153
17428468,129
17428474,4
17428483,127
17435529,164
17435550,61
17435551,152
17435560,142
17435560,162
17435566,3
17435569,111
17435579,103
17435579,143
17442625,175
17442626,199
17442634,167
17442634,168
17442637,165
17442637,166
17442650,0
17442657,186
17442658,177
17449715,134
17449721,136
17449722,165
17449734,145
17449735,119
17449737,175
17449743,0
17449751,127
17456817,260
17456817,261
17456819,176
17456835,188
17456835,189
17456860,0
17456861,108
17456868,171
17463925,130
17463925,134
17463933,133
17463939,159
17463941,2
17463941,5
17463961,0
17463966,111
17463968,105
17471008,146
17471011,126
17471015,137
17471017,117
17471036,136
17471038,141
17471058,0
17471071,112
17478114,164
17478118,117
17478133,134
17478140,80
17478141,142
17478141,143
17478146,117
17478156,0
17478163,123
17485215,130
17485240,206
17485241,116
17485244,146
17485247,138
17485253,202
17485260,0
17485260,146
17485273,127
17485273,129
17492333,159
17492353,153
17492355,139
17492357,206
17492358,137
17492370,0
17492382,171
17499463,115
17499479,105
17499481,118
17499489,126
17499489,127
17499495,85
17499496,6
17499503,89
17506612,201
17506613,186
17506615,341
17506625,189
17506626,162
17506634,154
17506639,178
17506646,0
17506659,166
17513741,151
17513742,61
17513745,146
17513756,152
17513757,161
17513765,0
17513772,142
17513776,148
17520851,126
17520852,137
17520855,135
17520870,158
17520871,159
17520871,160
17520879,0
17520886,146
17520889,133
17527978,167
17527981,88
17527996,183
17527997,150
17527998,150
17527999,71
17528012,0
17528015,136
17528022,140
17535093,151
17535095,155
17535095,157
17535097,150
17535101,124
17535108,8
17535115,144
17542204,109
17542205,106
17542210,144
17542217,128
17542220,96
17542227,0
17542234,113
17549319,155
17549334,115
17549341,94
17549344,167
17549344,168
17549348,119
17549355,0
17549368,196
17549368,200
17556433,116
17556444,135
17556450,113
17556450,118
17556452,112
17556465,0
17556472,116
17563534,140
17563547,141
17563549,139
17563560,171
17563560,172
17563560,173
17563565,198
17563567,0
17563574,209
17563617,173
17570641,127
17570641,128
17570647,166
17570650,171
17570655,168
17570655,173
17570656,131
17570661,131
17570665,0
17570673,142
17577756,171
17577760,165
17577762,65
17577770,174
17577778,192
17577778,193
17577788,0
17577795,178
17584897,124
17584898,163
17584901,186
17584903,143
17584917,108
17584925,0
17584938,144
17592032,40
17592032,48
17592032,158
17592047,133
17592053,219
17592054,127
17592057,131
17592059,60
17592066,0
17592073,56
17599143,101
17599145,147
17599148,99
17599149,157
17599158,124
17599165,0
17599171,122
17606259,119
17606265,145
17606271,117
17606284,114
17606285,158
17606285,159
17606285,160
17606292,0
17606292,146
17606300,176
17613379,108
17613393,207
17613393,226
17613401,117
17613403,156
17613403,157
17613416,0
17613429,130
17620497,119
17620513,154
17620513,155
17620514,139
17620523,143
17620523,145
17620524,139
17620530,0
17620532,107
17620537,135
17627616,67
17627629,94
17627629,98
17627638,113
17627643,86
17627643,104
17627651,0
17627653,85
17627659,53
17634753,106
17634754,167
17634763,162
17634765,120
17634769,99
17634769,101
17634770,142
17634777,143
17634785,0
17634792,272
17641867,118
17641868,111
17641869,160
17641873,124
17641881,68
17641888,0
17641895,137
17648981,153
17648984,167
17648987,119
17648999,145
17648999,148
17649007,0
17649014,197
17656092,160
17656099,128
17656103,147
17656105,126
17656108,169
17656117,0
17656124,89
17663199,114
17663203,151
17663221,61
17663222,138
17663223,168
17663224,147
17663226,132
17663231,0
17663232,112
17663239,160
17670308,153
17670313,126
17670330,157
17670330,158
17670332,146
17670332,152
17670333,124
17670334,121
17670335,167
17670340,0
17670347,173
17677419,135
17677429,128
17677432,212
17677438,174
17677444,291
17677455,105
17677457,0
17677470,159
17677470,163
17684517,149
17684527,121
17684529,151
17684532,180
17684538,211
17684545,1
17684552,121
17691636,137
17691648,214
17691648,217
17691653,27
17691662,154
17691662,155
17691662,157
17691663,166
17691669,0
17691676,119
17691725,131
17698724,154
17698725,117
17698733,181
17698735,162
17698742,132
17698750,0
17698757,116
17705788,219
17705793,168
17705794,152
17705797,106
17705800,152
17705813,0
17705814,147
17705820,126
17712924,144
17712930,155
17712934,144
17712940,164
17712940,165
17712940,166
17712940,167
17712940,168
17712943,139
17712947,0
17712954,53
17720066,221
17720079,164
17720080,177
17720084,133
17720084,187
17720085,287
17720090,0
17720092,91
17720097,159
17720114,161
17727169,104
17727180,122
17727193,153
17727194,69
17727195,223
17727195,224
17727206,96
17727208,0
17727221,158
17727233,149
17734315,120
17734324,145
17734336,176
17734338,138
17734341,171
17734341,172
17734348,4
17734355,123
17741453,141
17741465,272
17741467,108
17741470,68
17741476,124
17741478,103
17741478,118
17741478,126
17741489,0
17741502,202
17748607,147
17748617,139
17748618,118
17748621,105
17748623,110
17748634,0
17748641,115
17755754,150
17755761,148
17755777,141
17755778,140
17755778,141
17755781,121
17755785,12
17755787,156
17755792,103
17762904,128
17762910,182
17762913,285
17762917,113
17762922,107
17762931,0
17762938,147
17770047,166
17770048,50
17770051,136
17770053,142
17770070,140
17770070,141
17770078,0
17770086,92
17777195,114
17777198,128
17777202,174
17777214,137
17777215,146
17777215,147
17777223,123
17777230,105
17784360,123
17784361,140
17784362,131
17784367,132
17784375,98
17784396,142
17784409,0
17784422,169
17791496,104
17791517,125
17791519,133
17791519,134
17791520,115
17791526,148
17791533,0
17791536,110
17791540,163
17798628,119
17798646,126
17798654,150
17798656,190
17798656,204
17798675,0
17798694,124
17798697,140
17805787,131
17805798,122
17805799,197
17805810,168
17805812,140
17805814,146
17805821,0
17805834,118
17805834,119
17805841,126
17805879,146
17812555,138
17812928,135
17812935,160
17812936,131
17812938,133
17812952,149
17812952,152
17812956,114
17812960,0
17812967,148
17812967,149
17820090,126
17820093,151
17820100,123
17820107,139
17820110,121
17820117,0
17820124,142
17827251,137
17827252,157
17827262,149
17827264,163
17827274,165
17827274,166
17827281,58
17827287,0
17827294,164
17834413,150
17834420,132
17834423,130
17834433,125
17834433,126
17834433,128
17834435,169
17834448,0
17834462,51
17841576,135
17841582,163
17841584,171
17841586,243
17841589,135
17841589,136
17841594,116
17841596,0
17841603,128
17841618,159
17848709,148
17848714,120
17848727,103
17848728,162
17848729,169
17848729,170
17848731,109
17848738,0
17848740,154
17848746,125
17848763,121
17855854,135
17855862,167
17855877,122
17855881,76
17855883,200
17855884,78
17855890,0
17855897,155
17862996,190
17863004,122
17863006,106
17863014,126
17863017,132
17863024,37
17863030,116
17870140,143
17870155,158
17870164,150
17870164,154
17870164,156
17870165,140
17870174,104
17870177,0
17870190,131
17877286,120
17877289,92
17877291,147
17877301,137
17877305,102
17877312,0
17877319,151
17884423,130
17884425,122
17884436,113
17884446,152
17884446,153
17884447,175
17884454,105
17884457,113
17884461,152
17891595,136
17891598,155
17891604,143
17891605,153
17891605,154
17891605,155
17891613,122
17891620,123
17898725,131
17898730,107
17898741,74
17898746,139
17898747,76
17898768,0
17898781,118
17898782,225
17905883,125
17905886,108
17905895,104
17905898,158
17905898,163
17905900,56
17905914,0
17905921,150
17905936,124
17913030,118
17913033,91
17913044,158
17913047,115
17913047,118
17913047,120
17913055,0
17913058,119
17913062,105
17920180,58
17920189,102
17920190,64
17920199,140
17920204,140
17920218,0
17920231,135
17927330,130
17927339,155
17927349,158
17927353,211
17927353,212
17927353,215
17927361,34
17927368,207
17934479,117
17934481,153
17934501,148
17934503,137
17934507,142
17934527,0
17934533,17
17934544,145
17941609,103
17941612,22
17941613,98
17941633,124
17941652,56
17941659,63
17941666,135
17941666,177
17948760,135
17948774,109
17948777,148
17948784,92
17948784,93
17948792,0
17948799,110
17955905,140
17955918,122
17955924,59
17955928,92
17955933,67
17955955,0
17955957,56
17955970,155
17963071,149
17963072,69
17963073,63
17963077,138
17963081,140
17963090,0
17963092,107
17963097,121
17963107,118
17970214,61
17970214,95
17970214,119
17970216,155
17970217,155
17970220,132
17970228,0
17970235,141
17970251,122
17977361,110
17977369,187
17977370,56
17977372,157
17977373,114
17977381,0
17977388,108
17977405,126
17984500,163
17984507,144
17984520,129
17984523,9
17984523,11
17984524,140
17984530,0
17984537,133
17991646,78
17991659,64
17991666,173
17991669,152
17991670,144
17991676,70
17991689,0
17991708,137
17998779,130
17998782,125
17998796,71
17998796,72
17998802,87
17998802,157
17998816,0
17998824,146
17998829,154
18005938,127
18005941,144
18005944,61
18005963,151
18005963,153
18005972,123
18005977,0
18005984,182
18005985,67
18005998,109
18013081,121
18013087,86
18013095,16
18013098,119
18013103,97
18013110,2
18013117,116
18020229,122
18020234,125
18020237,115
18020241,53
18020242,138
18020242,142
18020243,110
18020255,0
18020263,139
18020333,140
18027375,142
18027375,147
18027376,142
18027376,149
18027384,98
18027398,0
18027411,128
18034500,154
18034516,81
18034517,174
18034521,64
18034521,65
18034521,66
18034523,126
18034528,0
18034535,120
18041645,15
18041655,125
18041663,127
18041664,160
18041664,162
18041669,137
18041671,164
18041677,0
18041685,42
18048766,130
18048772,90
18048777,111
18048791,174
18048792,151
18048793,156
18048799,171
18048806,0
18048806,147
18048813,53
18055908,231
18055912,256
18055927,63
18055931,116
18055931,118
18055931,120
18055932,167
18055932,168
18055938,0
18055945,90
18063053,55
18063054,135
18063059,112
18063077,130
18063077,131
18063077,132
18063078,163
18063085,0
18063098,55
18070216,124
18070230,150
18070231,116
18070234,113
18070238,139
18070246,0
18070253,182
18070253,183
18077341,147
18077368,249
18077372,117
18077374,114
18077393,160
18077400,0
18077403,131
18077407,91
18084510,114
18084512,67
18084512,68
18084513,65
18084513,66
18084514,56
18084522,0
18084529,141
18091657,139
18091658,108
18091659,57
18091660,67
18091665,123
18091679,0
18091692,34
18098787,98
18098789,127
18098789,128
18098794,132
18098794,133
18098795,132
18098801,0
18098809,131
18098813,143
18105923,71
18105927,113
18105936,172
18105936,173
18105938,65
18105939,153
18105945,10
18105952,95
18105964,122
18113058,125
18113061,140
18113074,149
18113075,266
18113075,267
18113075,268
18113078,236
18113082,0
18113089,146
18120189,242
18120195,154
18120205,100
18120213,142
18120214,137
18120214,140
18120233,0
18120233,66
18120251,165
18127323,284
18127343,402
18127344,222
18127345,184
18127345,186
18127354,112
18127358,0
18127371,44
18127397,121
18134460,120
18134478,78
18134486,101
18134490,102
18134493,134
18134500,92
18134506,107
18141558,125
18141579,135
18141583,89
18141586,115
18141588,116
18141590,160
18141594,112
18141596,0
18141603,90
18148666,58
18148667,119
18148667,120
18148668,62
18148668,63
18148669,222
18148671,132
18148693,0
18148712,152
18155700,194
18155709,184
18155710,109
18155711,66
18155714,62
18155714,73
18155727,0
18155745,82
18162778,73
18162779,38
18162781,154
18162782,136
18162787,117
18162787,118
18162794,0
18162806,89
18169906,65
18169906,70
18169911,165
18169917,134
18169918,144
18169926,0
18169933,126
18177038,83
18177043,100
18177046,145
18177062,139
18177064,119
18177071,0
18177078,153
18184189,91
18184194,81
18184207,148
18184212,110
18184215,142
18184231,0
18184251,100
18191319,73
18191342,93
18191347,117
18191350,81
18191355,108
18191361,208
18191375,0
18191388,113
18198458,85
18198487,26
18198491,112
18198491,115
18198505,96
18198518,0
18198531,142
18205592,124
18205612,133
18205617,73
18205620,134
18205621,39
18205629,0
18205636,126
18212753,94
18212760,71
18212761,161
18212764,134
18212765,99
18212786,9
18212811,110
18219902,121
18219906,134
18219907,57
18219911,42
18219912,83
18219933,0
18219947,98
18227034,65
18227042,113
18227044,132
18227050,111
18227051,123
18227058,0
18227065,86
18234172,143
18234173,77
18234173,78
18234176,166
18234179,102
18234188,142
18234195,141
18241308,149
18241308,150
18241311,102
18241312,127
18241317,113
18241324,0
18241331,123
18248462,114
18248465,89
18248470,131
18248472,123
18248482,127
18248490,0
18248497,110
18255628,139
18255641,46
18255650,117
18255654,129
18255656,90
18255661,123
18255668,0
18255681,124
18262783,102
18262809,128
18262809,129
18262810,55
18262812,112
18262819,0
18262821,144
18262827,10
18269947,125
18269971,106
18269972,114
18269975,88
18269978,139
18269985,0
18269989,134
18269992,106
18277103,117
18277112,104
18277117,92
18277117,93
18277117,94
18277132,154
18277137,0
18277144,119
18284256,149
18284261,149
18284264,173
18284265,188
18284273,138
18284273,141
18284287,0
18284306,51
18291403,121
18291405,94
18291408,53
18291410,103
18291417,87
18291430,0
18291437,104
18298550,105
18298552,19
18298553,122
18298559,153
18298570,145
18298571,180
18298577,0
18298584,119
18305704,135
18305709,126
18305711,116
18305721,124
18305727,132
18305735,0
18305742,108
18312853,102
18312862,41
18312878,141
18312879,130
18312882,82
18312882,85
18312889,0
18312896,100
18319994,130
18320010,130
18320016,127
18320017,142
18320017,143
18320030,0
18320049,130
18327140,131
18327164,64
18327165,112
18327169,166
18327173,107
18327178,120
18327187,0
18327194,123
18334274,128
18334291,248
18334295,188
18334298,134
18334307,92
18334314,0
18334314,155
18334321,127
18341426,176
18341430,116
18341435,122
18341435,123
18341436,21
18341437,127
18341444,118
18341450,0
18341463,76
18348565,122
18348569,123
18348570,145
18348571,73
18348582,41
18348582,42
18348589,0
18348597,31
18355718,91
18355718,92
18355721,39
18355727,83
18355738,120
18355739,91
18355746,0
18355754,124
18362880,141
18362886,131
18362887,118
18362890,116
18362898,160
18362898,161
18362906,97
18362913,132
18370032,97
18370045,140
18370057,151
18370058,148
18370061,128
18370065,92
18370068,0
18370075,131
18377177,95
18377190,140
18377190,141
18377201,129
18377203,111
18377210,0
18377217,133
18377221,95
18384320,104
18384333,144
18384338,96
18384342,41
18384345,108
18384352,125
18384365,0
18384379,136
18391478,131
18391487,126
18391489,174
18391498,135
18391499,76
18391506,0
18391513,137
18398637,92
18398638,191
18398639,127
18398644,133
18398647,43
18398651,95
18398667,0
18398667,190
18398686,84
18398703,104
18405788,186
18405790,21
18405791,123
18405795,182
18405800,137
18405814,0
18405827,116
18412913,110
18412914,157
18412922,159
18412929,112
18412929,127
18412937,1
18412944,166
18420060,159
18420062,142
18420069,77
18420079,140
18420080,140
18420080,141
18420094,0
18420108,110
18427197,197
18427209,116
18427209,117
18427211,143
18427211,144
18427215,136
18427223,0
18427230,171
18434338,170
18434358,136
18434358,137
18434358,138
18434368,118
18434372,25
18434375,0
18434382,170
18441484,95
18441499,81
18441505,143
18441507,139
18441510,120
18441529,0
18441543,192
18441548,286
18448638,108
18448647,84
18448649,131
18448658,84
18448658,140
18448659,100
18448662,307
18448671,0
18448690,139
18455781,174
18455789,88
18455794,101
18455796,81
18455800,98
18455807,5
18455814,88
18455824,92
18462918,96
18462925,139
18462927,25
18462936,153
18462936,154
18462943,2
18462950,95
18462951,112
18462960,118
18470055,107
18470056,118
18470065,106
18470070,109
18470072,128
18470072,129
18470072,130
18470075,137
18470083,0
18470090,68
18477191,121
18477195,167
18477196,132
18477214,130
18477216,132
18477217,157
18477223,0
18477224,85
18477230,129
18484343,92
18484344,107
18484354,119
18484354,128
18484359,117
18484359,118
18484367,0
18484374,46
18484390,103
18491480,113
18491489,155
18491496,118
18491497,165
18491511,95
18491517,154
18491531,0
18491545,139
18491549,114
18498612,189
18498618,122
18498621,112
18498632,151
18498634,111
18498636,104
18498641,0
18498647,63
18505748,109
18505756,153
18505769,122
18505770,142
18505772,135
18505780,2
18505781,119
18505785,139
18505787,126
18512879,116
18512896,128
18512898,130
18512899,99
18512901,136
18512914,0
18512927,219
18520018,104
18520027,140
18520030,127
18520031,96
18520039,115
18520039,116
18520047,0
18520055,279
18520064,116
18527180,211
18527183,102
18527185,168
18527195,100
18527195,101
18527202,0
18527209,129
18534330,123
18534331,100
18534334,97
18534335,144
18534350,104
18534350,108
18534351,145
18534374,119
18534376,0
18534384,125
18541492,119
18541494,17
18541495,140
18541508,158
18541513,116
18541520,0
18541527,111
18541547,24
18548652,110
18548652,111
18548652,112
18548654,209
18548665,126
18548670,150
18548676,103
18548678,0
18548686,44
18555790,112
18555794,165
18555795,143
18555795,145
18555800,135
18555802,120
18555813,0
18555819,161
18555826,131
18562920,136
18562931,131
18562932,106
18562949,105
18562953,133
18562967,0
18562980,31
18570094,143
18570094,144
18570104,27
18570117,75
18570121,137
18570150,0
18570163,146
18570186,115
18577225,147
18577233,135
18577241,129
18577247,125
18577247,126
18577247,129
18577260,0
18577273,83
18577280,155
18584388,147
18584399,103
18584408,113
18584408,115
18584408,116
18584419,127
18584422,0
18584429,99
18591538,192
18591544,107
18591545,112
18591559,148
18591560,168
18591567,0
18591574,197
18591589,168
18598670,131
18598672,144
18598687,188
18598687,189
18598688,109
18598710,0
18598723,77
18605810,111
18605816,102
18605819,34
18605820,15
18605837,122
18605844,0
18605851,112
18612962,158
18612971,195
18612972,123
18612974,205
18612980,172
18612994,190
18613007,42
18620088,147
18620096,139
18620097,124
18620098,168
18620102,185
18620106,146
18620110,1
18620117,138
18620117,139
18627231,67
18627237,124
18627241,91
18627241,92
18627248,124
18627274,0
18627293,164
18627325,195
18634390,107
18634394,90
18634395,97
18634395,98
18634404,95
18634427,0
18634447,153
18641517,138
18641528,76
18641531,91
18641533,134
18641537,312
18641550,0
18641563,39
18641563,116
18648653,121
18648657,155
18648658,80
18648672,115
18648693,119
18648707,0
18648714,154
18655787,153
18655790,100
18655795,156
18655811,121
18655814,95
18655834,0
18655854,105
18662928,160
18662931,164
18662942,167
18662954,146
18662963,109
18662976,0
18662989,216
18670082,160
18670085,129
18670087,184
18670089,131
18670104,60
18670111,3
18670118,134
18677233,111
18677241,126
18677244,116
18677249,75
18677260,65
18677268,0
18677282,162
18684374,197
18684374,210
18684382,110
18684383,88
18684388,114
18684390,143
18684396,0
18684403,86
18684403,89
18691501,105
18691521,80
18691525,126
18691526,56
18691528,196
18691534,102
18691535,0
18691542,170
18698659,162
18698682,128
18698683,129
18698686,104
18698696,111
18698703,0
18698710,78
18705807,147
18705819,199
18705826,167
18705827,133
18705827,134
18705847,0
18705860,147
18712938,153
18712944,103
18712957,148
18712962,128
18712962,129
18712969,169
18712970,0
18712977,118
18720079,103
18720098,20
18720102,237
18720103,124
18720105,151
18720109,9
18720112,0
18720119,128
18720177,189
18727250,127
18727251,145
18727256,134
18727258,138
18727264,148
18727274,0
18727281,119
18734358,80
18734376,104
18734377,159
18734377,164
18734378,161
18734392,117
18734399,1
18734418,159
18734418,160
18741481,193
18741502,158
18741503,139
18741503,140
18741506,106
18741507,211
18741515,0
18741529,167
18748612,89
18748623,40
18748628,113
18748631,134
18748631,137
18748631,141
18748638,0
18748645,123
18748645,126
18755750,158
18755753,133
18755756,58
18755759,129
18755766,137
18755773,3
18755780,121
18762902,184
18762906,132
18762906,133
18762910,114
18762922,172
18762929,0
18762936,151
18770044,100
18770046,119
18770057,119
18770066,136
18770066,137
18770066,138
18770078,108
18770086,0
18770093,109
18777191,29
18777192,105
18777211,155
18777212,166
18777213,161
18777213,163
18777226,0
18777226,146
18777234,42
18784321,180
18784344,168
18784346,199
18784351,172
18784356,180
18784363,0
18784363,148
18784370,225
18791478,148
18791479,122
18791480,195
18791480,196
18791482,170
18791484,153
18791491,0
18791495,135
18791499,114
18798574,75
18798589,45
18798590,93
18798591,153
18798594,111
18798602,140
18798615,0
18798634,162
18805691,111
18805696,122
18805704,117
18805705,23
18805705,24
18805708,143
18805718,2
18805731,61
18805731,85
18805764,159
18812823,128
18812827,141
18812832,65
18812832,144
18812835,162
18812843,0
18812850,152
18812851,76
18819936,52
18819946,146
18819946,154
18819950,20
18819951,110
18819958,0
18819965,112
18827061,131
18827064,18
18827071,49
18827071,151
18827082,166
18827082,167
18827083,166
18827089,2
18827096,81
18827098,173
18834180,189
18834182,192
18834186,168
18834202,220
18834202,221
18834203,201
18834203,207
18834218,14
18834225,149
18841323,27
18841347,82
18841347,87
18841355,166
18841362,131
18841367,146
18841370,1
18841372,104
18841383,186
18848454,202
18848476,155
18848479,159
18848480,168
18848492,175
18848495,76
18848500,0
18848505,144
18848507,144
18855585,111
18855587,129
18855587,131
18855588,191
18855588,193
18855598,205
18855601,0
18855603,178
18855610,73
18862702,143
18862705,122
18862706,144
18862706,147
18862706,148
18862709,170
18862713,1
18862720,116
18869829,295
18869830,172
18869832,142
18869833,121
18869833,122
18869841,145
18869854,136
18869859,130
18876948,17
18876952,125
18876953,98
18876959,101
18876959,103
18876961,118
18876968,4
18876975,109
18884051,142
18884057,207
18884059,73
18884059,74
18884071,191
18884071,192
18884071,193
18884078,0
18884084,69
18891175,11
18891176,117
18891177,133
18891198,142
18891198,145
18891198,147
18891214,4
18891227,173
18891269,155
18898273,115
18898274,181
18898285,133
18898289,225
18898294,175
18898313,0
18898325,209
18898325,211
18905400,140
18905415,106
18905423,95
18905425,154
18905431,73
18905445,0
18905452,108
18905491,112
18912523,152
18912539,93
18912543,118
18912544,160
18912547,166
18912553,0
18912560,94
18912561,118
18912595,145
18919653,113
18919657,147
18919660,195
18919660,196
18919663,159
18919663,160
18919667,119
18919675,0
18919682,111
18926785,118
18926789,117
18926790,71
18926790,73
18926791,90
18926792,117
18926799,1
18926806,127
18933909,102
18933922,155
18933922,156
18933927,180
18933929,166
18933929,167
18933937,0
18933950,72
18941014,96
18941017,55
18941024,56
18941025,154
18941034,134
18941034,135
18941034,136
18941042,0
18941049,126
18948113,96
18948113,97
18948117,86
18948124,285
18948134,123
18948134,125
18948147,0
18948159,181
18955144,139
18955145,162
18955146,123
18955151,11
18955163,186
18955169,83
18955176,124
18962238,237
18962250,107
18962259,144
18962260,114
18962260,116
18962269,187
18962272,125
18962276,96
18962282,156
18969347,160
18969365,262
18969365,263
18969365,264
18969367,47
18969375,132
18969381,9
18969381,118
18969388,89
18976489,171
18976511,41
18976513,188
18976515,187
18976517,34
18976520,107
18976524,0
18976524,124
18976531,48
18983630,156
18983640,111
18983644,185
18983644,187
18983644,188
18983644,190
18983645,147
18983652,4
18983659,91
18990760,122
18990771,105
18990774,141
18990775,119
18990779,90
18990779,92
18990786,169
18990792,29
18997914,120
18997918,98
18997925,164
18997929,74
18997932,71
18997932,72
18997932,73
18997940,0
18997953,180
19005069,204
19005070,199
19005074,225
19005084,516
19005088,113
19005088,114
19005096,0
19005104,24
19005104,25
19012224,65
19012228,84
19012237,172
19012243,66
19012243,67
19012257,0
19012271,95
19019388,224
19019400,103
19019407,145
19019410,170
19019418,92
19019425,0
19019426,139
19019432,107
19026550,88
19026569,117
19026571,162
19026572,139
19026573,177
19026574,132
19026586,0
19026601,127
19033688,138
19033704,148
19033708,157
19033709,225
19033711,185
19033716,226
19033718,9
19033725,151
19033731,152
19040849,184
19040864,145
19040865,137
19040868,114
19040870,132
19040871,135
19040872,208
19040877,0
19040884,119
19048033,137
19048034,122
19048035,102
19048039,155
19048039,156
19048053,0
19048058,96
19048065,120
19055186,130
19055187,141
19055189,104
19055189,105
19055198,90
19055199,174
19055208,29
19055215,126
19062228,130
19062234,128
19062238,259
19062239,116
19062240,164
19062254,92
19062255,179
19062266,147
19062266,148
19069313,173
19069318,113
19069324,70
19069331,108
19069331,109
19069339,0
19069346,96
19076436,128
19076444,138
19076456,112
19076458,99
19076465,166
19076479,0
19076492,58
19083567,144
19083575,145
19083577,131
19083582,171
19083589,162
19083596,0
19083603,192
19090717,181
19090730,159
19090737,82
19090738,137
19090739,121
19090752,0
19090762,104
19090765,133
19091371,45
19097855,105
19097873,128
19097875,99
19097881,171
19097882,89
19097889,0
19097896,134
19097924,158
19104977,125
19104993,127
19104997,162
19104998,134
19105000,145
19105007,0
19105009,141
19105014,26
19105018,128
19112138,118
19112140,259
19112146,139
19112147,159
19112147,160
19112148,145
19112168,12
19112181,178
19112192,148
19119264,133
19119272,144
19119276,163
19119277,149
19119288,193
19119288,195
19119288,196
19119295,6
19119302,75
19126404,76
19126404,77
19126404,78
19126416,154
19126424,155
19126424,157
19126424,158
19126439,21
19126452,172
19133524,116
19133532,86
19133537,96
19133543,94
19133544,95
19133551,0
19133557,101
19140652,74
19140653,84
19140662,52
19140670,129
19140680,245
19140693,0
19140706,104
19140714,80
19147772,52
19147775,48
19147778,96
19147788,108
19147792,75
19147799,0
19147806,94
19154891,60
19154907,100
19154911,108
19154911,110
19154914,126
19154915,64
19154923,50
19154933,0
19154940,91
19162010,80
19162020,47
19162028,111
19162030,76
19162032,246
19162032,250
19162032,251
19162045,0
19162058,102
19169142,208
19169152,128
19169157,89
19169162,96
19169166,74
19169166,75
19169172,0
19169174,238
19169178,77
